maker,model,size,format,doors,seats,Cylinders,Automatic,Assisted steering,ESP,0-100 kmph (sec),Max speed (km/h),Fuel eff (l/100km),Fuel type
BMW,3-Series,Medium car,Saloon,4,5,L4,8,S,,"7,5",232,"6,4",Super Plus
BMW,3-Series,Medium car,Saloon,4,5,L4,8,S,,"5,9",250,"6,4",Super Plus
BMW,3-Series,Medium car,Saloon,4,5,L4,8,S,,"5,7",250,"6,8",Super Plus
BMW,3-Series,Medium car,Saloon,4,5,L4,8,S,,"5,9",250,"6,1",Super Plus
BMW,3-Series,Medium car,Saloon,4,5,L4,8,S,,"5,8",250,"5,9",Super Plus
BMW,3-Series,Medium car,Saloon,4,5,PlugIn-Hybrid (Otto/Elektro)4,8,S,,"6,1",225,"1,9",Super Plus
BMW,3-Series,Medium car,Saloon,4,5,L6,8,S,,"5,5",250,"7,9",Super Plus
BMW,3-Series,Medium car,Saloon,4,5,L6,8,S,,"5,3",250,"8,2",Super Plus
BMW,3-Series,Medium car,Saloon,4,5,L6,8,S,,"5,5",250,"7,4",Super Plus
BMW,3-Series,Medium car,Saloon,4,5,L6,8,S,,5,250,"7,7",Super Plus
BMW,3-Series,Medium car,Saloon,4,5,L4,8,S,,"10,9",202,"4,3",Diesel
BMW,3-Series,Medium car,Saloon,4,5,L4,8,S,,"10,7",205,"3,9",Diesel
BMW,3-Series,Medium car,Saloon,4,5,L4,8,S,,9,212,"4,3",Diesel
BMW,3-Series,Medium car,Saloon,4,5,L4,-,S,,"9,2",212,"4,7",Diesel
BMW,3-Series,Medium car,Saloon,4,5,L4,8,S,,9,212,"4,3",Diesel
BMW,3-Series,Medium car,Saloon,4,5,L4,8,S,,"8,6",215,4,Diesel
BMW,3-Series,Medium car,Saloon,4,5,L4,8,S,,"8,8",212,"4,5",Diesel
BMW,3-Series,Medium car,Saloon,4,5,L4,8,S,,8,230,"4,1",Diesel
BMW,3-Series,Medium car,Saloon,4,5,L4,8,S,,"7,5",235,"4,5",Diesel
BMW,3-Series,Medium car,Saloon,4,5,L4,8,S,,"7,5",235,"4,5",Diesel
BMW,3-Series,Medium car,Saloon,4,5,L4,8,S,,"7,5",233,"4,7",Diesel
BMW,3-Series,Medium car,Saloon,4,5,L4,8,S,,"7,9",230,"3,9",Diesel
BMW,3-Series,Medium car,Saloon,4,5,L4,8,S,,"7,3",235,4,Diesel
BMW,3-Series,Medium car,Saloon,4,5,L4,8,S,,"7,4",233,"4,4",Diesel
BMW,3-Series,Medium car,Saloon,4,5,L4,8,S,,"6,8",245,"4,9",Diesel
BMW,3-Series,Medium car,Saloon,4,5,L4,8,S,,"6,8",245,"4,9",Diesel
BMW,3-Series,Medium car,Saloon,4,5,L4,8,S,,"6,5",245,"4,6",Diesel
BMW,3-Series,Medium car,Saloon,4,5,L6,8,S,,"5,6",250,"4,9",Diesel
BMW,3-Series,Medium car,Saloon,4,5,L6,8,S,,"5,6",250,"4,9",Diesel
BMW,3-Series,Medium car,Saloon,4,5,L6,8,S,,"5,3",250,"5,2",Diesel
BMW,3-Series,Medium car,Saloon,4,5,L6,8,S,,"5,3",250,"5,2",Diesel
BMW,3-Series,Medium car,Saloon,4,5,L6,8,S,,"5,6",250,"4,9",Diesel
BMW,3-Series,Medium car,Saloon,4,5,L6,8,S,,"5,3",250,"5,2",Diesel
BMW,3-Series,Medium car,Saloon,4,5,L6,8,S,,"4,8",250,"5,4",Diesel
BMW,3-Series,Medium car,Saloon,4,5,L6,8,S,,"4,8",250,"5,4",Diesel
BMW,3-Series,Medium car,Saloon,4,5,Voll-Hybrid (Otto/Elektro)6,8,S,,"5,3",250,"5,9",Super Plus
BMW,3-Series,Medium car,Saloon,4,5,L6,7,S,,"4,3",250,"8,8",Super Plus
BMW,3-Series,Medium car,Saloon,4,5,L6,7,S,,"4,3",250,"8,8",Super Plus
BMW,3-Series,Medium car,Saloon,4,5,L6,7,S,,"4,2",250,"8,8",Super Plus
BMW,3-Series,Medium car,Estate,5,5,L4,8,S,,"9,4",210,"5,9",Super Plus
BMW,3-Series,Medium car,Estate,5,5,L3,8,S,,"9,2",210,"5,4",Super Plus
BMW,3-Series,Medium car,Estate,5,5,L4,8,S,,"7,5",233,"6,4",Super Plus
BMW,3-Series,Medium car,Estate,5,5,L4,8,S,,"7,6",225,"6,8",Super Plus
BMW,3-Series,Medium car,Estate,5,5,L4,8,S,,"7,5",230,"5,9",Super Plus
BMW,3-Series,Medium car,Estate,5,5,L4,8,S,,"7,7",225,"6,8",Super Plus
BMW,3-Series,Medium car,Estate,5,5,L4,8,S,,6,250,"6,8",Super Plus
BMW,3-Series,Medium car,Estate,5,5,L4,8,S,,"5,9",250,"7,1",Super Plus
BMW,3-Series,Medium car,Estate,5,5,L4,8,S,,6,250,"6,4",Super Plus
BMW,3-Series,Medium car,Estate,5,5,L4,8,S,,6,250,"6,2",Super Plus
BMW,3-Series,Medium car,Estate,5,5,L6,8,S,,"5,5",250,"8,1",Super Plus
BMW,3-Series,Medium car,Estate,5,5,L6,8,S,,"5,1",250,"7,9",Super Plus
BMW,3-Series,Medium car,Estate,5,5,L6,8,S,,"5,1",250,"6,8",Super Plus
BMW,3-Series,Medium car,Estate,5,5,L6,8,S,,5,250,"7,2",Super Plus
BMW,3-Series,Medium car,Estate,5,5,L4,8,S,,"11,2",200,"4,5",Diesel
BMW,3-Series,Medium car,Estate,5,5,L4,8,S,,"11,2",200,"4,1",Diesel
BMW,3-Series,Medium car,Estate,5,5,L4,8,S,,"9,2",210,"4,5",Diesel
BMW,3-Series,Medium car,Estate,5,5,L4,8,S,,"9,2",210,"4,5",Diesel
BMW,3-Series,Medium car,Estate,5,5,L4,8,S,,"8,9",210,"4,3",Diesel
BMW,3-Series,Medium car,Estate,5,5,L4,-,S,,"9,2",206,"4,7",Diesel
BMW,3-Series,Medium car,Estate,5,5,L4,8,S,,"8,3",222,"4,3",Diesel
BMW,3-Series,Medium car,Estate,5,5,L4,8,S,,"7,7",230,"4,7",Diesel
BMW,3-Series,Medium car,Estate,5,5,L4,8,S,,"7,7",230,"4,7",Diesel
BMW,3-Series,Medium car,Estate,5,5,L4,8,S,,"7,8",228,"4,9",Diesel
BMW,3-Series,Medium car,Estate,5,5,L4,8,S,,"8,2",222,"4,1",Diesel
BMW,3-Series,Medium car,Estate,5,5,L4,8,S,,"7,6",230,"4,3",Diesel
BMW,3-Series,Medium car,Estate,5,5,L4,8,S,,"7,6",228,"4,7",Diesel
BMW,3-Series,Medium car,Estate,5,5,L4,8,S,,"6,9",238,"5,1",Diesel
BMW,3-Series,Medium car,Estate,5,5,L4,8,S,,"6,9",238,"5,1",Diesel
BMW,3-Series,Medium car,Estate,5,5,L4,8,S,,"6,7",240,"4,9",Diesel
BMW,3-Series,Medium car,Estate,5,5,L6,8,S,,"5,6",250,"5,1",Diesel
BMW,3-Series,Medium car,Estate,5,5,L6,8,S,,"5,6",250,"5,1",Diesel
BMW,3-Series,Medium car,Estate,5,5,L6,8,S,,"5,4",250,"5,4",Diesel
BMW,3-Series,Medium car,Estate,5,5,L6,8,S,,"5,4",250,"5,4",Diesel
BMW,3-Series,Medium car,Estate,5,5,L6,8,S,,"5,6",250,"5,1",Diesel
BMW,3-Series,Medium car,Estate,5,5,L6,8,S,,"5,4",250,"5,4",Diesel
BMW,3-Series,Medium car,Estate,5,5,L6,8,S,,"4,9",250,"5,6",Diesel
BMW,3-Series,Medium car,Estate,5,5,L6,8,S,,"4,9",250,"5,6",Diesel
BMW,3-Series,Medium car,Liftback,5,5,L4,8,S,,"7,9",230,"6,6",Super Plus
BMW,3-Series,Medium car,Liftback,5,5,L4,8,S,,8,227,7,Super Plus
BMW,3-Series,Medium car,Liftback,5,5,L4,8,S,,8,230,"6,1",Super Plus
BMW,3-Series,Medium car,Liftback,5,5,L4,8,S,,"8,1",227,"6,7",Super Plus
BMW,3-Series,Medium car,Liftback,5,5,L4,8,S,,"6,1",250,"6,7",Super Plus
BMW,3-Series,Medium car,Liftback,5,5,L4,8,S,,"6,2",247,"6,8",Super Plus
BMW,3-Series,Medium car,Liftback,5,5,L4,8,S,,"6,1",250,"5,9",Super Plus
BMW,3-Series,Medium car,Liftback,5,5,L4,8,S,,"6,2",250,"6,3",Super Plus
BMW,3-Series,Medium car,Liftback,5,5,L6,8,S,,"5,7",250,"8,1",Super Plus
BMW,3-Series,Medium car,Liftback,5,5,L6,8,S,,"5,3",250,8,Super Plus
BMW,3-Series,Medium car,Liftback,5,5,L6,8,S,,"5,1",250,7,Super Plus
BMW,3-Series,Medium car,Liftback,5,5,L6,8,S,,5,250,"7,4",Super Plus
BMW,3-Series,Medium car,Liftback,5,5,L4,8,S,,"9,7",210,"4,5",Diesel
BMW,3-Series,Medium car,Liftback,5,5,L4,8,S,,"9,3",210,"4,5",Diesel
BMW,3-Series,Medium car,Liftback,5,5,L4,8,S,,"9,3",210,"4,5",Diesel
BMW,3-Series,Medium car,Liftback,5,5,L4,8,S,,8,230,"4,9",Diesel
BMW,3-Series,Medium car,Liftback,5,5,L4,8,S,,8,230,"5,1",Diesel
BMW,3-Series,Medium car,Liftback,5,5,L4,8,S,,"7,8",230,"4,6",Diesel
BMW,3-Series,Medium car,Liftback,5,5,L4,8,S,,"7,8",230,"4,8",Diesel
BMW,3-Series,Medium car,Liftback,5,5,L4,8,S,,"7,8",230,"4,6",Diesel
BMW,3-Series,Medium car,Liftback,5,5,L4,8,S,,"7,8",230,"4,8",Diesel
BMW,3-Series,Medium car,Liftback,5,5,L4,8,S,,8,230,"5,1",Diesel
BMW,3-Series,Medium car,Liftback,5,5,L4,8,S,,"6,4",240,"4,7",Diesel
BMW,3-Series,Medium car,Liftback,5,5,L6,8,S,,"5,7",250,"5,1",Diesel
BMW,3-Series,Medium car,Liftback,5,5,L6,8,S,,"5,4",250,"5,4",Diesel
BMW,3-Series,Medium car,Liftback,5,5,L6,8,S,,"5,7",250,"5,1",Diesel
BMW,3-Series,Medium car,Liftback,5,5,L6,8,S,,"5,4",250,"5,4",Diesel
BMW,3-Series,Medium car,Liftback,5,5,L6,8,S,,"4,9",250,"5,6",Diesel
BMW,3-Series,Medium car,Liftback,5,5,L6,8,S,,"4,9",250,"5,6",Diesel
BMW,4-Series,Medium car,Coupe,2,4,L4,8,S,,"7,3",236,"6,1",Super Plus
BMW,4-Series,Medium car,Coupe,2,4,L4,8,S,,"7,4",233,"6,8",Super Plus
BMW,4-Series,Medium car,Coupe,2,4,L4,8,S,,"7,3",236,"5,8",Super Plus
BMW,4-Series,Medium car,Coupe,2,4,L4,8,S,,"7,6",233,"6,6",Super Plus
BMW,4-Series,Medium car,Coupe,2,4,L4,8,S,,"5,9",250,"6,6",Super Plus
BMW,4-Series,Medium car,Coupe,2,4,L4,8,S,,"5,6",250,"6,8",Super Plus
BMW,4-Series,Medium car,Coupe,2,4,L4,8,S,,"5,9",250,"6,1",Super Plus
BMW,4-Series,Medium car,Coupe,2,4,L4,8,S,,"5,8",250,"5,9",Super Plus
BMW,4-Series,Medium car,Coupe,2,4,L6,8,S,,"5,4",250,"7,9",Super Plus
BMW,4-Series,Medium car,Coupe,2,4,L6,8,S,,"5,2",250,"8,2",Super Plus
BMW,4-Series,Medium car,Coupe,2,4,L6,8,S,,"5,2",250,"7,4",Super Plus
BMW,4-Series,Medium car,Coupe,2,4,L6,8,S,,5,250,"7,7",Super Plus
BMW,4-Series,Medium car,Coupe,2,4,L4,8,S,,"8,6",215,"4,2",Diesel
BMW,4-Series,Medium car,Coupe,2,4,L4,8,S,,"7,5",240,"4,7",Diesel
BMW,4-Series,Medium car,Coupe,2,4,L4,8,S,,"7,5",236,"4,8",Diesel
BMW,4-Series,Medium car,Coupe,2,4,L4,8,S,,"7,3",240,"4,2",Diesel
BMW,4-Series,Medium car,Coupe,2,4,L4,8,S,,"7,4",236,"4,4",Diesel
BMW,4-Series,Medium car,Coupe,2,4,L4,8,S,,"6,7",247,5,Diesel
BMW,4-Series,Medium car,Coupe,2,4,L4,8,S,,"6,5",247,"4,6",Diesel
BMW,4-Series,Medium car,Coupe,2,4,L6,8,S,,"5,5",250,"4,9",Diesel
BMW,4-Series,Medium car,Coupe,2,4,L6,8,S,,"5,2",250,"5,2",Diesel
BMW,4-Series,Medium car,Coupe,2,4,L6,8,S,,"4,7",250,"5,4",Diesel
BMW,4-Series,Medium car,Coupe,2,4,L6,7,S,,"4,3",250,"8,8",Super Plus
BMW,4-Series,Medium car,Coupe,2,4,L6,7,S,,"4,2",250,"8,8",Super Plus
BMW,4-Series,Medium car,Coupe,2,4,L6,7,S,,"3,8",305,"8,5",Super Plus
BMW,4-Series,Medium car,Coupe,2,4,L6,7,S,,"4,1",250,"8,8",Super Plus
BMW,4-Series,Medium car,Coupe,2,4,L6,7,S,,"3,8",305,"8,5",Super Plus
BMW,4-Series,Medium car,Cabrio,2,4,L4,8,S,,"8,2",230,"6,6",Super Plus
BMW,4-Series,Medium car,Cabrio,2,4,L4,8,S,,"8,2",230,"6,2",Super Plus
BMW,4-Series,Medium car,Cabrio,2,4,L4,8,S,,"6,4",250,"6,8",Super Plus
BMW,4-Series,Medium car,Cabrio,2,4,L4,8,S,,"6,5",250,7,Super Plus
BMW,4-Series,Medium car,Cabrio,2,4,L4,8,S,,"6,4",250,"6,6",Super Plus
BMW,4-Series,Medium car,Cabrio,2,4,L4,8,S,,"6,4",250,"6,4",Super Plus
BMW,4-Series,Medium car,Cabrio,2,4,L6,8,S,,"5,6",250,"8,1",Super Plus
BMW,4-Series,Medium car,Cabrio,2,4,L6,8,S,,"5,6",250,"8,5",Super Plus
BMW,4-Series,Medium car,Cabrio,2,4,L6,8,S,,"5,4",250,"6,8",Super Plus
BMW,4-Series,Medium car,Cabrio,2,4,L6,8,S,,"5,4",250,"7,3",Super Plus
BMW,4-Series,Medium car,Cabrio,2,4,L4,8,S,,"8,2",235,"5,1",Diesel
BMW,4-Series,Medium car,Cabrio,2,4,L4,8,S,,"8,1",235,"4,8",Diesel
BMW,4-Series,Medium car,Cabrio,2,4,L4,8,S,,"7,3",241,"5,2",Diesel
BMW,4-Series,Medium car,Cabrio,2,4,L4,8,S,,"7,1",241,"5,1",Diesel
BMW,4-Series,Medium car,Cabrio,2,4,L6,8,S,,"5,9",250,"5,3",Diesel
BMW,4-Series,Medium car,Cabrio,2,4,L6,8,S,,"5,2",250,"5,7",Diesel
BMW,4-Series,Medium car,Cabrio,2,4,L6,7,S,,"4,6",250,"9,1",Super Plus
BMW,4-Series,Medium car,Cabrio,2,4,L6,7,S,,"4,5",250,"9,1",Super Plus
BMW,4-Series,Medium car,Coupe,5,5,L4,8,S,,"7,5",236,"6,4",Super Plus
BMW,4-Series,Medium car,Coupe,5,5,L4,8,S,,"7,6",233,"6,9",Super Plus
BMW,4-Series,Medium car,Coupe,5,5,L4,8,S,,"7,5",236,"5,8",Super Plus
BMW,4-Series,Medium car,Coupe,5,5,L4,8,S,,"7,8",233,"6,6",Super Plus
BMW,4-Series,Medium car,Coupe,5,5,L4,8,S,,"6,1",250,"6,6",Super Plus
BMW,4-Series,Medium car,Coupe,5,5,L4,8,S,,"5,8",250,"6,8",Super Plus
BMW,4-Series,Medium car,Coupe,5,5,L4,8,S,,"5,9",250,"6,1",Super Plus
BMW,4-Series,Medium car,Coupe,5,5,L4,8,S,,"5,9",250,"5,9",Super Plus
BMW,4-Series,Medium car,Coupe,5,5,L6,8,S,,"5,5",250,"8,1",Super Plus
BMW,4-Series,Medium car,Coupe,5,5,L6,8,S,,"5,3",250,"8,3",Super Plus
BMW,4-Series,Medium car,Coupe,5,5,L6,8,S,,"5,1",250,"6,6",Super Plus
BMW,4-Series,Medium car,Coupe,5,5,L6,8,S,,5,250,"7,1",Super Plus
BMW,4-Series,Medium car,Coupe,5,5,L4,8,S,,"9,2",213,"4,7",Diesel
BMW,4-Series,Medium car,Coupe,5,5,L4,8,S,,9,213,"4,3",Diesel
BMW,4-Series,Medium car,Coupe,5,5,L4,8,S,,"7,7",236,"4,7",Diesel
BMW,4-Series,Medium car,Coupe,5,5,L4,8,S,,"7,7",234,"4,9",Diesel
BMW,4-Series,Medium car,Coupe,5,5,L4,8,S,,"7,5",236,"4,2",Diesel
BMW,4-Series,Medium car,Coupe,5,5,L4,8,S,,"7,6",234,"4,6",Diesel
BMW,4-Series,Medium car,Coupe,5,5,L4,8,S,,"6,7",247,"4,7",Diesel
BMW,4-Series,Medium car,Coupe,5,5,L6,8,S,,"5,6",250,"5,1",Diesel
BMW,4-Series,Medium car,Coupe,5,5,L6,8,S,,"5,3",250,"5,3",Diesel
BMW,4-Series,Medium car,Coupe,5,5,L4,8,S,,"4,8",250,"5,6",Diesel
Honda,Civic,Compact car,Hatchback,3,4,L4,O,-,,16,145,"9,5",Normal
Honda,Civic,Compact car,Saloon,4,4,L4,O,-,,14,160,11,Normal
Honda,Civic,Compact car,Hatchback,4,4,L4,O,-,,15,150,"8,5",Normal
Honda,Civic,Compact car,Hatchback,4,5,L4,O,-,,"17,5",140,"7,5",Normal
Honda,Civic,Compact car,Hatchback,4,5,L4,O,-,,"14,5",150,"7,6",Normal
Honda,Civic,Compact car,Hatchback,3,5,L4,-,-,,n/a,160,10,Normal
Honda,Civic,Compact car,Estate,5,5,L4,O,-,,21,135,"7,8",Normal
Honda,Civic,Compact car,Estate,5,5,L4,O,-,,,,,Normal
Honda,Civic,Compact car,Hatchback,3,5,L4,-,-,,"13,3",145,"8,5",Normal
Honda,Civic,Compact car,Hatchback,3,5,L4,O,-,,"11,5",157,"9,4",Normal
Honda,Civic,Compact car,Hatchback,3,5,L4,-,-,,"9,9",172,9,Normal
Honda,Civic,Compact car,Hatchback,3,5,L4,-,-,,"9,2",185,"7,2",Super
Honda,Civic,Compact car,Estate,5,5,L4,O,-,,"10,8",165,9,Normal
Honda,Civic,Compact car,Hatchback,3,5,L4,-,-,,n/a,168,n/a,Normal breifrei
Honda,Civic,Compact car,Hatchback,3,5,L4,O,-,,n/a,175,n/a,Normal breifrei
Honda,Civic,Compact car,Hatchback,3,5,L4,O,O,,"9,6",175,"6,6",Normal breifrei
Honda,Civic,Compact car,Hatchback,3,5,L4,-,-,,n/a,190,n/a,Normal breifrei
Honda,Civic,Compact car,Hatchback,3,5,L4,,,,"8,5",208,"7,4",
Honda,Civic,Compact car,Saloon,4,5,L4,O,-,,n/a,175,n/a,Normal breifrei
Honda,Civic,Compact car,Saloon,4,5,L4,O,O,,,,,Normal breifrei
Honda,Civic,Compact car,Saloon,4,5,L4,-,-,,n/a,190,n/a,Normal breifrei
Honda,Civic,Compact car,Estate,5,5,L4,-,O,,,,,Normal breifrei
Honda,Civic,Compact car,Hatchback,3,5,L4,-,S,,"11,3",170,7,Normalkraftstoff
Honda,Civic,Compact car,Hatchback,3,5,L4,4,S,,"8,7",177,"7,2",Normalkraftstoff
Honda,Civic,Compact car,Hatchback,3,5,L4,-,S,,"10,1",180,"5,9",n/a
Honda,Civic,Compact car,Hatchback,3,5,L4,4,S,,"8,7",195,"7,4",Super bleifrei
Honda,Civic,Compact car,Hatchback,3,5,L4,-,S,,"7,3",215,"7,5",Super bleifrei
Honda,Civic,Compact car,Liftback,5,5,L4,4,S,,"13,1",172,7,Normalkraftstoff
Honda,Civic,Compact car,Liftback,5,5,L4,-,S,,13,180,"6,1",Normalkraftstoff
Honda,Civic,Compact car,Liftback,5,5,L4,4,S,,10,192,"7,7",Super bleifrei
Honda,Civic,Compact car,Liftback,5,5,L4,-,S,,10,197,"7,1",Super bleifrei
Honda,Civic,Compact car,Saloon,5,5,L4,4,S,,"10,2",180,"7,2",Normalkraftstoff
Honda,Civic,Compact car,Saloon,5,5,L4,-,S,,"10,1",180,"5,9",Normalkraftstoff
Honda,Civic,Compact car,Saloon,5,5,L4,4,S,,"8,8",195,"7,5",Super bleifrei
Honda,Civic,Compact car,Saloon,5,5,L4,-,S,,"7,8",215,"7,6",Super bleifrei
Honda,Civic,Compact car,Coupe,2,5,L4,4,S,,n/a,190,"7,1",Normalkraftstoff
Honda,Civic,Compact car,Coupe,2,5,L4,4,S,,n/a,185,"7,4",Super bleifrei
Honda,Civic,Compact car,Hatchback,3,5,L4,-,-,,"13,9",165,"6,6",Normalkraftstoff
Honda,Civic,Compact car,Hatchback,3,5,L4,-,O,,"13,9",165,"6,8",Superkraftstoff
Honda,Civic,Compact car,Hatchback,3,5,L4,4,S,,"10,8",177,"6,6",Normalkraftstoff
Honda,Civic,Compact car,Hatchback,3,5,L4,4,S,,"10,8",177,"6,8",Superkraftstoff
Honda,Civic,Compact car,Hatchback,3,5,L4,4,S,,"10,2",188,"5,9",Normalkraftstoff
Honda,Civic,Compact car,Hatchback,3,5,L4,CVT,S,,11,170,"6,5",Super bleifrei
Honda,Civic,Compact car,Hatchback,3,5,L4,-,S,,8,207,"7,8",Super bleifrei
Honda,Civic,Compact car,Liftback,5,5,L4,4,S,,"13,1",172,7,Normalkraftstoff
Honda,Civic,Compact car,Liftback,5,5,L4,-,O,,"15,6",165,"7,7",Superkraftstoff
Honda,Civic,Compact car,Liftback,5,5,L4,4,S,,"14,4",175,"8,7",Superkraftstoff
Honda,Civic,Compact car,Liftback,5,5,L4,-,S,,13,180,"6,1",Normalkraftstoff
Honda,Civic,Compact car,Liftback,5,5,L4,-,S,,"11,6",180,"6,7",Superkraftstoff
Honda,Civic,Compact car,Liftback,5,5,L4,4,S,,"10,2",192,"7,3",Normalkraftstoff
Honda,Civic,Compact car,Liftback,5,5,L4,-,S,,"9,9",197,"7,7",Super bleifrei
Honda,Civic,Compact car,Liftback,5,5,L4,-,S,,11,192,"7,8",Superkraftstoff
Honda,Civic,Compact car,Liftback,5,5,L4,-,S,,"8,3",223,"8,8",Superkraftstoff
Honda,Civic,Compact car,Saloon,4,5,L4,4,S,,11,182,"6,6",Normalkraftstoff
Honda,Civic,Compact car,Saloon,4,5,L4,4,S,,"10,4",192,"5,9",Normalkraftstoff
Honda,Civic,Compact car,Coupe,2,5,L4,4,S,,"10,1",190,"6,6",Normalkraftstoff
Honda,Civic,Compact car,Coupe,2,5,L4,4,S,,"9,2",192,7,Normalkraftstoff
Honda,Civic,Compact car,Estate,5,5,L4,-,-,,"16,3",162,"7,6",Superkraftstoff
Honda,Civic,Compact car,Estate,5,5,L4,4,S,,"13,9",172,"7,6",Superkraftstoff
Honda,Civic,Compact car,Estate,5,5,L4,4,S,,"11,5",190,"6,8",Superkraftstoff
Honda,Civic,Compact car,Estate,5,5,L4,4,S,,"11,3",188,"7,9",Superkraftstoff
Honda,Civic,Compact car,Estate,5,5,L4,-,S,,"8,8",215,"8,8",Superkraftstoff
Honda,Civic,Compact car,Hatchback,3,5,L4,-,S,-,"11,6",177,"6,4",Superkraftstoff
Honda,Civic,Compact car,Hatchback,3,5,L4,4,S,-,"9,9",187,"6,7",Superkraftstoff
Honda,Civic,Compact car,Hatchback,3,5,L4,-,S,-,"6,8",235,9,Superkraftstoff
Honda,Civic,Compact car,Hatchback,3,5,L4,-,S,,"11,2",182,"5,1",Diesel
Honda,Civic,Compact car,Liftback,5,5,L4,-,S,-,"11,8",176,"6,5",Superkraftstoff
Honda,Civic,Compact car,Liftback,5,5,L4,4,S,-,"10,2",187,"6,7",Superkraftstoff
Honda,Civic,Compact car,Liftback,5,5,L4,-,S,-,"8,8",210,"7,6",Superkraftstoff
Honda,Civic,Compact car,Liftback,5,5,L4,-,S,,"11,4",182,"5,1",Diesel
Honda,Civic,Compact car,Coupe,2,5,L4,4,S,-,"9,7",200,7,Superkraftstoff
Honda,Civic,Compact car,Coupe,2,5,L4,4,S,-,"9,6",201,"6,8",Superkraftstoff
Honda,Civic,Compact car,Hatchback,3,5,L4,6,S,S,13,177,"5,8",Superkraftstoff
Honda,Civic,Compact car,Hatchback,3,5,L4,6,S,S,"8,9",205,"6,6",Superkraftstoff
Honda,Civic,Compact car,Hatchback,3,5,L4,-,S,S,"6,6",235,"9,1",Superkraftstoff
Honda,Civic,Compact car,Hatchback,3,5,L4,-,S,S,"8,6",205,"5,2",Diesel + partikelfilter
Honda,Civic,Compact car,Hatchback,5,5,L4,6,S,S,n/a,n/a,"6,1",Superkraftstoff
Honda,Civic,Compact car,Hatchback,5,5,L4,-,S,S,13,177,"5,8",Diesel
Honda,Civic,Compact car,Hatchback,5,5,L4,6,S,S,"8,6",n/a,"6,4",Superkraftstoff
Honda,Civic,Compact car,Hatchback,5,5,L4,6,S,S,n/a,n/a,"5,1",Diesel
Honda,Civic,Compact car,Saloon,4,5,L4+E,CVT,S,S,"12,1",185,"4,6",Superkraftstoff
Honda,Civic,Compact car,Saloon,4,5,L4+E,CVT,S,S,"12,1",185,"4,6",Superkraftstoff
Honda,Civic,Medium car,Hatchback,5,5,L4,-,S,,13,187,"5,4",Superkraftstoff
Honda,Civic,Medium car,Hatchback,5,5,L4,-,S,,13,187,"5,4",Superkraftstoff
Honda,Civic,Medium car,Hatchback,5,5,L4,5,S,,"8,7",190,"5,8",Superkraftstoff
Honda,Civic,Medium car,Hatchback,5,5,L4,5,S,,"8,7",190,"5,8",Superkraftstoff
Honda,Civic,Medium car,Hatchback,5,5,L4,-,S,,"10,2",207,"3,6",Diesel
Honda,Civic,Medium car,Hatchback,5,5,L4,-,S,,"10,2",207,"3,6",Diesel
Honda,Civic,Medium car,Hatchback,5,5,L4,-,S,,"8,3",217,"4,2",Diesel
Honda,Civic,Medium car,Hatchback,5,4,L4,-,S,,"5,7",270,"7,3",Superkraftstoff
Honda,Civic,Medium car,Saloon,4,5,L4,5,S,,9,200,"6,7",Superkraftstoff
Honda,Civic,Medium car,Estate,5,5,L4,5,S,,"9,2",210,"6,2",Superkraftstoff
Honda,Civic,Medium car,Estate,5,5,L4,5,S,,"9,2",210,"6,2",Superkraftstoff
Honda,Civic,Medium car,Estate,5,5,L4,-,S,,"10,5",195,"3,8",Diesel
Honda,Civic,Medium car,Estate,5,5,L4,-,S,,"10,1",195,"3,8",Diesel
Volkswagen,Golf,Compact car,Hatchback,3,5,L4,-,S,,"11,9",179,"4,9",Superkraftstoff
Volkswagen,Golf,Compact car,Hatchback,3,5,L4,7,S,,"10,2",192,"4,9",Superkraftstoff
Volkswagen,Golf,Compact car,Hatchback,3,5,L4,7,S,,"9,9",195,"4,9",Superkraftstoff
Volkswagen,Golf,Compact car,Hatchback,3,5,L3,7,S,,"9,7",204,"4,5",Superkraftstoff
Volkswagen,Golf,Compact car,Hatchback,3,5,L3,`-,S,,"11,9",180,"4,8",Superkraftstoff
Volkswagen,Golf,Compact car,Hatchback,3,5,L3,7,S,,"9,9",196,"4,8",Superkraftstoff
Volkswagen,Golf,Compact car,Hatchback,3,5,L4,7,S,,"9,3",203,"5,2",Superkraftstoff
Volkswagen,Golf,Compact car,Hatchback,3,5,L4,7,S,,"9,1",204,"5,2",Superkraftstoff
Volkswagen,Golf,Compact car,Hatchback,3,5,L4,7,S,,"9,1",204,"5,2",Superkraftstoff
Volkswagen,Golf,Compact car,Hatchback,3,5,L4,7,S,,"8,4",212,"5,2",Superkraftstoff
Volkswagen,Golf,Compact car,Hatchback,3,5,L4,7,S,,"8,2",216,"5,2",Superkraftstoff
Volkswagen,Golf,Compact car,Hatchback,3,5,L4,7,S,,"8,2",216,"5,2",Superkraftstoff
Volkswagen,Golf,Compact car,Hatchback,3,5,L4,7,S,,"10,7",192,"3,8",Diesel
Volkswagen,Golf,Compact car,Hatchback,3,5,L4,7,S,,"10,5",195,4,Diesel
Volkswagen,Golf,Compact car,Hatchback,3,5,L4,7,S,,"10,5",195,"3,8",Diesel
Volkswagen,Golf,Compact car,Hatchback,3,5,L4,-,S,,"10,5",200,"3,2",Diesel
Volkswagen,Golf,Compact car,Hatchback,3,5,L4,7,S,,"10,2",198,"4,1",Diesel
