name,description,price,imgUrl,linkto,maker,model,puissance,bvtype,percentage,loaprice,prixbarre,carburant,nbPlaces,bvdetail,detail1,detail2,datedispo
PEUGEOT 3008 SUV,Puretech 130ch S&S BVM6 GT Line Bleu Magnetic + Roue de secours + Recharge smartphone sans fil avec options,27 695,https://cdn.auto-ies.com/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/6/0/60378-02_3.jpg,https://www.auto-ies.com/peugeot-3008-2036925,PEUGEOT,3008,130,Manuelle,-23.1%,"245,02 €/mois",35 690,Essence,5 Places,Boite de vitesse Manuelle 6 vitesses,Carrosserie SUV - 5 Portes,Puissance en ch 130 ch (96.0 kW) - 7 cv,Livrable le 23/03/2020
PEUGEOT 508 Nouvelle,PureTech 180 ch S&S EAT8 Allure Gris Platinium + Pack Drive Assist avec options,31 693,https://cdn.auto-ies.com/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/G/2/G2032382-01_5.jpg,https://www.auto-ies.com/peugeot-508-2036891,PEUGEOT,508,180,Automatique,-23.1%,"436,64 €/mois",40 890,Essence,5 Places,Boite de vitesse Automatique 8 vitesses,Carrosserie Berline - 5 Portes,Puissance en ch 180 ch (133.0 kW) - 10 cv,Livrable le 23/03/2020
PEUGEOT 3008 SUV,Puretech 130ch S&S BVM6 Allure Gris Amazonite + Roue de secours galette + Hayon mains libres avec options,26 514,https://cdn.auto-ies.com/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/6/5/65114-02_4.jpg,https://www.auto-ies.com/peugeot-3008-2037147,PEUGEOT,3008,130,Manuelle,-23%,"235,91 €/mois",34 110,Essence,5 Places,Boite de vitesse Manuelle 6 vitesses,Carrosserie SUV - 5 Portes,Puissance en ch 130 ch (96.0 kW) - 7 cv,Livrable le 23/03/2020
PEUGEOT 3008 SUV,Puretech 130ch S&S BVM6 Allure Gris Artense + Roue de secours galette + Jantes 18'' diamantées avec options,26 167,https://cdn.auto-ies.com/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/6/4/64966-02_3.jpg,https://www.auto-ies.com/peugeot-3008-2037148,PEUGEOT,3008,130,Manuelle,-23%,"232,95 €/mois",33 660,Essence,5 Places,Boite de vitesse Manuelle 6 vitesses,Carrosserie SUV - 5 Portes,Puissance en ch 130 ch (96.0 kW) - 7 cv,Livrable le 23/03/2020
PEUGEOT 3008 SUV,Puretech 130ch S&S BVM6 Allure Noir Perla Nera + Roue de secours galette + Jantes 18'' diamantées avec options,26 167,https://cdn.auto-ies.com/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/6/4/64964-02_4.jpg,https://www.auto-ies.com/peugeot-3008-2037149,PEUGEOT,3008,130,Manuelle,-23%,"232,95 €/mois",33 660,Essence,5 Places,Boite de vitesse Manuelle 6 vitesses,Carrosserie SUV - 5 Portes,Puissance en ch 130 ch (96.0 kW) - 7 cv,Livrable le 23/03/2020
PEUGEOT 3008 SUV,Puretech 130ch S&S BVM6 GT Line Metallic Copper avec options,27 546,https://cdn.auto-ies.com/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/6/5/65118-02.jpg,https://www.auto-ies.com/peugeot-3008-2037151,PEUGEOT,3008,130,Manuelle,-23%,"244,67 €/mois",35 450,Essence,5 Places,Boite de vitesse Manuelle 6 vitesses,Carrosserie SUV - 5 Portes,Puissance en ch 130 ch (96.0 kW) - 7 cv,Livrable le 23/03/2020
PEUGEOT 3008 SUV,Puretech 130ch S&S EAT8 GT Line Noir Perla + Pack City 2 + Toit ouvrant panoramique avec options,31 226,https://cdn.auto-ies.com/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/6/4/64677-02_4.jpg,https://www.auto-ies.com/peugeot-3008-2037152,PEUGEOT,3008,130,Automatique,-23%,"270,06 €/mois",40 230,Essence,5 Places,Boite de vitesse Automatique 8 vitesses,Carrosserie SUV - 5 Portes,Puissance en ch 130 ch (96.0 kW) - 6 cv,Livrable le 23/03/2020
PEUGEOT 3008 SUV,Puretech 130ch S&S BVM6 GT Line Gris Platinium + Roue de secours galette + Hayon mains libres avec options,28 131,https://cdn.auto-ies.com/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/6/5/65120-02_4.jpg,https://www.auto-ies.com/peugeot-3008-2037150,PEUGEOT,3008,130,Manuelle,-23%,"249,63 €/mois",36 210,Essence,5 Places,Boite de vitesse Manuelle 6 vitesses,Carrosserie SUV - 5 Portes,Puissance en ch 130 ch (96.0 kW) - 7 cv,Livrable le 23/03/2020
CITROEN C3,PureTech 82 S&S BVM5 Shine Blanc Banquise + Toit Noir Onyx avec options,14 375,https://cdn.auto-ies.com/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/6/5/65089-02.jpg,https://www.auto-ies.com/citroen-c3-2036603,CITROEN, C3,82,Manuelle,-22.6%,"139,21 €/mois",18 250,Essence,5 Places,Boite de vitesse Manuelle 5 vitesses,Carrosserie Citadine - 5 Portes,Puissance en ch 82 ch (60.0 kW) - 4 cv,Livrable le 05/03/2020
PEUGEOT 3008 SUV,Puretech 130ch S&S BVM6 Allure Blanc Nacré + Advanced Grip Control + Toit ouvrant panoramique avec options,28 384,https://cdn.auto-ies.com/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/6/4/64169-02_4.jpg,https://www.auto-ies.com/peugeot-3008-2036867,PEUGEOT,3008,130,Manuelle,-22.6%,"255,50 €/mois",36 350,Essence,5 Places,Boite de vitesse Manuelle 6 vitesses,Carrosserie SUV - 5 Portes,Puissance en ch 130 ch (96.0 kW) - 7 cv,Livrable le 24/03/2020
PEUGEOT 3008 SUV,Puretech 130ch S&S BVM6 Allure Noir Perla Nera + Roue de secours + Barres de toit longitudinales avec options,26 108,https://cdn.auto-ies.com/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/6/4/64964-02_12.jpg,https://www.auto-ies.com/peugeot-3008-2036910,PEUGEOT,3008,130,Manuelle,-22.6%,"235,88 €/mois",33 410,Essence,5 Places,Boite de vitesse Manuelle 6 vitesses,Carrosserie SUV - 5 Portes,Puissance en ch 130 ch (96.0 kW) - 7 cv,Livrable le 10/03/2020
PEUGEOT 3008 SUV,Puretech 130ch S&S BVM6 Allure Gris Artense + Roue de secours + Barres de toit longitudinales avec options,26 108,https://cdn.auto-ies.com/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/6/4/64966-02_8.jpg,https://www.auto-ies.com/peugeot-3008-2036911,PEUGEOT,3008,130,Manuelle,-22.6%,"235,88 €/mois",33 410,Essence,5 Places,Boite de vitesse Manuelle 6 vitesses,Carrosserie SUV - 5 Portes,Puissance en ch 130 ch (96.0 kW) - 7 cv,Livrable le 10/03/2020
PEUGEOT 3008 SUV,Puretech 130ch S&S BVM6 Allure Blanc Banquise + Roue de secours +Hayon mains libres avec options,26 108,https://cdn.auto-ies.com/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/6/0/60377-02_4.jpg,https://www.auto-ies.com/peugeot-3008-2036912,PEUGEOT,3008,130,Manuelle,-22.6%,"235,88 €/mois",33 410,Essence,5 Places,Boite de vitesse Manuelle 6 vitesses,Carrosserie SUV - 5 Portes,Puissance en ch 130 ch (96.0 kW) - 7 cv,Livrable le 24/03/2020
PEUGEOT 3008 SUV,Puretech 130ch S&S BVM6 Allure Gris Amazonite + Roue de secours +Hayon mains libres avec options,26 457,https://cdn.auto-ies.com/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/6/4/64969-02_12.jpg,https://www.auto-ies.com/peugeot-3008-2036913,PEUGEOT,3008,130,Manuelle,-22.6%,"238,90 €/mois",33 860,Essence,5 Places,Boite de vitesse Manuelle 6 vitesses,Carrosserie SUV - 5 Portes,Puissance en ch 130 ch (96.0 kW) - 7 cv,Livrable le 10/03/2020
CITROEN C3,PureTech 82 S&S BVM5 Shine Rouge Rubi toit Blanc Opale+ Pack safety + Jantes 16' Matrix avec options,16 162,https://cdn.auto-ies.com/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/6/5/65076-02_5.jpg,https://www.auto-ies.com/citroen-c3-2036775,CITROEN, C3,82,Manuelle,-22.6%,"150,14 €/mois",20 560,Essence,5 Places,Boite de vitesse Manuelle 5 vitesses,Carrosserie Citadine - 5 Portes,Puissance en ch 82 ch (60.0 kW) - 4 cv,Livrable le 05/03/2020
CITROEN C3,PureTech 82 S&S BVM5 Shine Blanc Banquise toit Rouge Aden + Pack safety + Jantes 17' Cross avec options,16 054,https://cdn.auto-ies.com/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/6/2/62383-02_3.jpg,https://www.auto-ies.com/citroen-c3-2036776,CITROEN, C3,82,Manuelle,-22.6%,"149,22 €/mois",20 420,Essence,5 Places,Boite de vitesse Manuelle 5 vitesses,Carrosserie Citadine - 5 Portes,Puissance en ch 82 ch (60.0 kW) - 4 cv,Livrable le 05/03/2020
PEUGEOT 3008 SUV,Puretech 130ch S&S BVM6 Allure Blanc Banquise + Roue de secours galette + Hayon mains libres avec options,26 336,https://cdn.auto-ies.com/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/5/7/57786-02.jpg,https://www.auto-ies.com/peugeot-3008-2037146,PEUGEOT,3008,130,Manuelle,-22.5%,"238,72 €/mois",33 660,Essence,5 Places,Boite de vitesse Manuelle 6 vitesses,Carrosserie SUV - 5 Portes,Puissance en ch 130 ch (96.0 kW) - 7 cv,Livrable le 23/03/2020
HYUNDAI Tucson,1.6 CRDi 136 2WD DCT-7 Executive White Sand avec options,31 663,https://cdn.auto-ies.com/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/6/2/62199-02.jpg,https://www.auto-ies.com/hyundai-tucson-2035683,HYUNDAI,Tucson,136,Automatique,-22.3%,"239,70 €/mois",40 430,Diesel,5 Places,Boite de vitesse Automatique 7 vitesses,Carrosserie SUV - 5 Portes,Puissance en ch 136 ch (100.0 kW) - 7 cv,Livrable le 23/03/2020
VOLKSWAGEN Golf Nouvelle,1.5 TSI 130 EVO BVM6 Confortline Bleu Atlantique + Jantes 17'' 'Dijon' + Projecteurs LED avec options,25 315,https://cdn.auto-ies.com/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/5/6/56611-02_6.jpg,https://www.auto-ies.com/volkswagen-golf-2036656,VOLKSWAGEN,Golf,130,Manuelle,-22.3%,"231,50 €/mois",32 260,Essence,5 Places,Boite de vitesse Manuelle 6 vitesses,Carrosserie Berline - 5 Portes,Puissance en ch 130 ch (96.0 kW) - 6 cv,Livrable le 23/03/2020
PEUGEOT 3008 SUV,Puretech 130ch S&S EAT8 GT Line Noir Perla Nera + Pack Drive Assist + Roue de secours avec options,30 015,https://cdn.auto-ies.com/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/6/4/64964-02_15.jpg,https://www.auto-ies.com/peugeot-3008-2036928,PEUGEOT,3008,130,Automatique,-22.1%,"274,45 €/mois",38 210,Essence,5 Places,Boite de vitesse Automatique 8 vitesses,Carrosserie SUV - 5 Portes,Puissance en ch 130 ch (96.0 kW) - 7 cv,Livrable le 23/03/2020
PEUGEOT 5008 SUV,PureTech 130ch S&S BVM6 Allure Blanc Banquise + Roue de secours + Recharge smartphone sans fil avec options,27 678,https://cdn.auto-ies.com/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/6/0/60381-02_3.jpg,https://www.auto-ies.com/peugeot-5008-suv-2036927,PEUGEOT,5008,130,Manuelle,-22.1%,"253,93 €/mois",35 210,Essence,7 Places,Boite de vitesse Manuelle 6 vitesses,Carrosserie SUV - 5 Portes,Puissance en ch 130 ch (96.0 kW) - 7 cv,Livrable le 23/03/2020
PEUGEOT 5008 SUV,PureTech 130ch S&S BVM6 Allure Blanc Banquise + Roue de secours avec options,27 366,https://cdn.auto-ies.com/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/5/7/57766-02_11.jpg,https://www.auto-ies.com/peugeot-5008-suv-2036894,PEUGEOT,5008,130,Manuelle,-22.1%,"251,17 €/mois",34 810,Essence,7 Places,Boite de vitesse Manuelle 6 vitesses,Carrosserie SUV - 5 Portes,Puissance en ch 130 ch (96.0 kW) - 7 cv,Livrable le 24/03/2020
PEUGEOT 5008 SUV,PureTech 130ch S&S BVM6 Allure Gris Artense + Roue de secours avec options,27 872,https://cdn.auto-ies.com/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/6/3/63992-02.jpg,https://www.auto-ies.com/peugeot-5008-suv-2036895,PEUGEOT,5008,130,Manuelle,-22.1%,"255,61 €/mois",35 460,Essence,7 Places,Boite de vitesse Manuelle 6 vitesses,Carrosserie SUV - 5 Portes,Puissance en ch 130 ch (96.0 kW) - 7 cv,Livrable le 23/03/2020
PEUGEOT 5008 SUV,PureTech 130ch S&S BVM6 GT Line Noir Perla + Toit ouvrant + hayon mains libres avec options,31 160,https://cdn.auto-ies.com/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/6/3/63999-02_5.jpg,https://www.auto-ies.com/peugeot-5008-suv-2036897,PEUGEOT,5008,130,Manuelle,-22.1%,"278,72 €/mois",39 680,Essence,7 Places,Boite de vitesse Manuelle 6 vitesses,Carrosserie SUV - 5 Portes,Puissance en ch 130 ch (96.0 kW) - 7 cv,Livrable le 23/03/2020
PEUGEOT 5008 SUV,PureTech 130ch S&S BVM6 GT Line Gris Amazonite + Grip Control avec options,29 828,https://cdn.auto-ies.com/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/6/3/63990-02_7.jpg,https://www.auto-ies.com/peugeot-5008-suv-2036898,PEUGEOT,5008,130,Manuelle,-22.1%,"272,81 €/mois",37 970,Essence,7 Places,Boite de vitesse Manuelle 6 vitesses,Carrosserie SUV - 5 Portes,Puissance en ch 130 ch (96.0 kW) - 7 cv,Livrable le 23/03/2020
PEUGEOT 5008 SUV,PureTech 130ch S&S EAT8 Allure Blanc Banquise + roue de secours avec options,28 963,https://cdn.auto-ies.com/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/5/7/57766-02_13.jpg,https://www.auto-ies.com/peugeot-5008-suv-2036899,PEUGEOT,5008,130,Automatique,-22.1%,"265,20 €/mois",36 860,Essence,7 Places,Boite de vitesse Automatique 8 vitesses,Carrosserie SUV - 5 Portes,Puissance en ch 130 ch (96.0 kW) - 7 cv,Livrable le 23/03/2020
PEUGEOT 5008 SUV,PureTech 130ch S&S EAT8 Allure Blanc Banquise Toit 'Black Diamond' + Toit ouvrant + Grip control avec options,30 918,https://cdn.auto-ies.com/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/5/7/57766-02_15.jpg,https://www.auto-ies.com/peugeot-5008-suv-2036900,PEUGEOT,5008,130,Automatique,-22.1%,"276,63 €/mois",39 370,Essence,7 Places,Boite de vitesse Automatique 8 vitesses,Carrosserie SUV - 5 Portes,Puissance en ch 130 ch (96.0 kW) - 7 cv,Livrable le 24/03/2020
PEUGEOT 5008 SUV,PureTech 130ch S&S EAT8 GT Line Noir Perla Nera + Grip Control avec options,31 425,https://cdn.auto-ies.com/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/6/3/63994-02_3.jpg,https://www.auto-ies.com/peugeot-5008-suv-2036903,PEUGEOT,5008,130,Automatique,-22.1%,"281,01 €/mois",40 020,Essence,7 Places,Boite de vitesse Automatique 8 vitesses,Carrosserie SUV - 5 Portes,Puissance en ch 130 ch (96.0 kW) - 7 cv,Livrable le 23/03/2020
PEUGEOT 5008 SUV,PureTech 130ch S&S EAT8 GT Line Gris Platinium + Grip Control avec options,31 425,https://cdn.auto-ies.com/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/6/3/63987-02_10.jpg,https://www.auto-ies.com/peugeot-5008-suv-2036904,PEUGEOT,5008,130,Automatique,-22.1%,"281,01 €/mois",40 020,Essence,7 Places,Boite de vitesse Automatique 8 vitesses,Carrosserie SUV - 5 Portes,Puissance en ch 130 ch (96.0 kW) - 7 cv,Livrable le 23/03/2020
PEUGEOT 208 Nouvelle,PureTech 75 S&S BVM5 Active Blanc Banquise + Aide au stationnement arrière + Jantes Alliage 16'' avec options,16 587,https://cdn.auto-ies.com/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/G/2/G2036182-01_7.jpg,https://www.auto-ies.com/peugeot-208-nouvelle-2037087,PEUGEOT,208,75,Manuelle,-14.1%,"195,11 €/mois",19 020,Essence,5 Places,Boite de vitesse Manuelle 5 vitesses,Carrosserie Citadine - 5 Portes,Puissance en ch 75 ch (55.0 kW) - 4 cv,Livrable le 11/03/2020
PEUGEOT 208 Nouvelle,PureTech 75 S&S BVM5 Active Gris Artense + Aide au stationnement arrière + Jantes Alliage 16'' avec options,17 532,https://cdn.auto-ies.com/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/G/2/G2036182-01_8.jpg,https://www.auto-ies.com/peugeot-208-nouvelle-2037088,PEUGEOT,208,75,Manuelle,-14.1%,"205,65 €/mois",20 120,Essence,5 Places,Boite de vitesse Manuelle 5 vitesses,Carrosserie Citadine - 5 Portes,Puissance en ch 75 ch (55.0 kW) - 4 cv,Livrable le 11/03/2020
PEUGEOT 208 Nouvelle,BlueHDi 100 S&S BVM6 Allure Rouge Elixir + Navigation 3D + Visio Park1 avec options,20 870,https://cdn.auto-ies.com/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/G/2/G2036120-01_4.jpg,https://www.auto-ies.com/peugeot-208-nouvelle-2037089,PEUGEOT,208,100,Manuelle,-13.1%,"246,74 €/mois",23 730,Diesel,5 Places,Boite de vitesse Manuelle 6 vitesses,Carrosserie Citadine - 5 Portes,Puissance en ch 100 ch (74.0 kW) - 5 cv,Livrable le 11/03/2020
